YearBuilt,NumberofFloors,PropertyGFATotal,ENERGYSTARScore,SiteEnergyUseWN(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,ProportionParkingGFA,ProportionElectricity(kBtu),ProportionNaturalGas(kBtu),ProportionSteamUse(kBtu),Distribution Center,Hospital,Hotel,K-12 School,Laboratory,Large Office,Medical Office,Mixed Use Property,Office,Other,Refrigerated Warehouse,Residence Hall,Restaurant,Retail Store,Self-Storage Facility,Senior Care Community,Small- and Mid-Sized Office,Supermarket / Grocery Store,University,Warehouse,Worship Facility
105,6,73260,82.0,3020795.0,19.89,0.27,0.0,0.9999998247575214,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112,4,69817,87.0,2380143.75,76.8,1.1,0.0,0.5716622640777439,0.0743160989213179,0.35402149352558876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112,4,84750,73.0,2165173.25,26.04,0.31,0.0,0.8816633833194184,0.11833679570172619,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112,6,75496,73.0,3740114.25,24.89,0.33,0.17643318851329873,1.0000000700248386,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112,4,164380,79.0,7778893.0,130.31,0.79,0.0,0.8094194808582463,0.1383924320422647,0.05218799729771775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,7,160580,98.0,4501784.0,99.59,0.62,0.0,0.6950993240029404,0.22482837746292106,0.0800721616166275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,6,73470,83.0,3408133.75,22.39,0.3,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106,3,67755,73.0,2031594.375,13.28,0.2,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,3,56700,37.0,2462293.5,31.58,0.56,0.0,0.8624715642558215,0.13752843574417845,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,82852,83.0,2472120.0,65.56,0.79,0.0,0.4912998144737413,0.5087004176952721,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
62,2,76442,73.0,4608482.0,132.6,1.73,0.0,0.4286787973788653,0.5713212026211347,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,2,92792,56.0,3471977.25,74.18,0.8,0.0,0.6416021443221605,0.35839785567783955,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2,125519,73.0,2244317.0,15.65,0.12,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112,4,129000,80.0,4374646.0,30.5,0.24,0.2,0.9999997714100752,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1,78814,69.0,911161.3125,16.48,0.21,0.0,0.7368294506947217,0.2631706943214425,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
108,4,58970,73.0,1916863.375,41.18,0.7,0.0,0.6487093997210951,0.35129074101204294,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
102,6,75600,15.0,2688675.75,18.74,0.25,0.14285714285714285,0.999999721052269,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,4,56270,73.0,1056782.125,7.37,0.13,0.0,0.9999998817163944,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,4,66842,31.0,5550151.0,138.35,2.07,0.0,0.6164710786585709,0.3835288321926299,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
103,6,75288,81.0,2972492.75,20.18,0.27,0.14344915524386356,0.9998699684085482,0.00013003159145180617,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
108,7,184322,81.0,9722890.0,67.78,0.37,0.0,0.9999998971499214,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,64512,53.0,6114759.5,180.76,2.8,0.0,0.49464863797487785,0.5053514458031282,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86,7,144050,26.0,4347677.0,98.43,0.68,0.0,0.6081953065770578,0.3918046934229423,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82,3,60592,16.0,5107519.5,47.25,0.78,0.0,0.9483047300332819,0.051695170945964077,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,1,107930,57.0,7589347.5,100.42,0.93,0.0,0.8496999058018904,0.15029988648452725,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
86,1,99084,83.0,1838287.25,49.25,0.5,0.0,0.49136821089846855,0.5086315573497265,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
62,1,72719,28.0,2774363.5,42.74,0.59,0.0,0.792269404947261,0.20773069188659168,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,4,76624,91.0,3166841.75,33.41,0.44,0.0,0.8900002613886588,0.10999955834330065,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,6,91706,2.0,8570571.0,59.75,0.65,0.39891610145464856,0.9999998833216597,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,5,129093,6.0,19892050.0,477.85,3.7,0.3090949935317949,0.6130442254585913,0.38695572258993477,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,138106,41.0,8381834.5,58.43,0.42,0.11745326053900627,0.9999998210415632,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,56572,66.0,2540840.5,67.29,1.19,0.0,0.5458077411702109,0.45419225882978914,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,0,225982,53.0,20764814.0,692.12,3.06,0.0,0.6198721517277055,0.0,0.38012775099897267,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,6,97720,73.0,2478025.25,17.28,0.18,0.0,0.9999998991132153,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,10,422503,46.0,17254810.0,190.1,0.45,0.48894327377557084,0.9423838338411145,0.0,0.05761606836006888,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,7,94500,68.0,5739540.0,40.38,0.43,0.0,0.9999998273756647,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,94713,79.0,5820712.5,94.74,1.0,0.0,0.772095124075282,0.22790487592471792,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,9,302902,58.0,14802479.0,130.32,0.43,0.33457025704683363,0.9596200748729741,0.04037978954407317,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,19,319911,50.0,15490998.0,357.39,1.12,0.48890785249647556,0.7614746863082668,0.0,0.23852519754648133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,6,205521,94.0,8455976.0,282.46,1.37,0.0,0.5315396050422083,0.21428113734072615,0.2541791654638107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,6,56700,55.0,3065954.5,21.37,0.38,0.0,0.9999998369186497,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,4,72000,89.0,2739121.5,23.48,0.33,0.0,0.9646131132833443,0.035386611907604434,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,4,191146,93.0,5101504.5,35.56,0.19,0.49643727831082,0.9999999019896973,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,68763,73.0,9596839.0,310.19,4.51,0.1676337565260387,0.40653042492216335,0.5934694643295982,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21,1,102133,73.0,21406232.0,530.62,5.2,0.0,0.5962056540008982,0.4037942495019298,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,14,362046,86.0,15725581.0,116.95,0.32,0.0,0.98991261435746,0.010087194870574257,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,81336,73.0,13360349.0,270.17,3.32,0.0,0.7035970983310504,0.29640282524729855,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,23,538933,90.0,16339807.0,111.69,0.21,0.0,0.9999998751610578,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,6,275982,73.0,5233553.5,36.49,0.13,0.7142857142857143,0.999999904462618,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,5,98668,91.0,4395027.0,30.61,0.31,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1,158931,12.0,9336260.0,98.54,0.62,0.17857434987510304,0.9070517010173105,0.09294818471922725,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,57176,31.0,12843856.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,1,50660,51.0,2956254.5,60.7,1.2,0.0,0.6567656889679758,0.3432343110320242,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
77,2,61929,59.0,2421613.25,55.73,0.9,0.0,0.6028316046130175,0.39716816842648056,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,3,20565,65.0,830100.0,5.59,0.27,0.0,0.9999993768014334,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,5,159937,63.0,7857972.5,54.78,0.34,0.3499565453897472,0.9999999363703551,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,183964,56.0,14856199.0,103.57,0.56,0.2541964732230219,0.9999999326880314,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,5,208210,95.0,5799664.5,116.74,0.56,0.3786945871956198,0.692250170624295,0.3077497387025046,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,7,277486,63.0,12729858.0,88.74,0.32,0.28932270456887915,0.9999998428890566,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,187130,77.0,10445641.0,70.09,0.37,0.0,0.9999999005320441,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,5,251044,99.0,17186624.0,119.81,0.48,0.46950733735918804,0.9999999418152163,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,5,154330,81.0,1411471.75,8.8,0.06,0.0,0.999999801938664,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
94,6,108245,73.0,4682152.5,50.17,0.46,0.1357106563813571,0.9410294892972717,0.0,0.05897039996518411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,6,167860,70.0,7046428.5,47.39,0.28,0.0,0.9999998528902722,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,6,112560,86.0,5268183.0,97.82,0.87,0.0,0.7224915265903796,0.27750837233414705,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,6,86204,89.0,3350477.0,69.02,0.8,0.0,0.6896842207866518,0.31031577921334813,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,2,145158,51.0,8615958.0,119.46,0.82,0.0,0.8422826200130884,0.1577173799869116,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64,2,112896,66.0,10622784.0,157.48,1.39,0.0,0.819323529406047,0.18067647059395298,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,110613,95.0,1015060.188,7.08,0.06,0.0,0.9999998147893079,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,4,149881,97.0,2869350.25,95.86,0.64,0.0,0.2916598971726353,0.7083399994105241,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64,3,98220,12.0,6562048.5,75.29,0.77,0.0,0.8988110864258227,0.10118875896903104,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45,1,84420,55.0,2882685.0,19.86,0.24,0.0,0.9999999122288783,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1,73335,73.0,5459973.5,155.74,2.12,0.0,0.501593190687608,0.498406809312392,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2,56876,73.0,2015776.625,48.5,0.85,0.0,0.5644216001074389,0.4355780510648837,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2,61200,16.0,5285776.5,178.62,2.92,0.0,0.3629580816356527,0.6370419183643473,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,1,111908,87.0,1667059.125,34.14,0.31,0.0,0.6753853178907758,0.324614521380958,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,63644,73.0,7448018.0,168.5,2.65,0.0,0.6186032334754944,0.3813966936226236,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
82,2,108753,73.0,3714717.25,25.37,0.23,0.17342050334243653,0.9999999313124589,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,141890,91.0,17384564.0,293.56,2.07,0.2505109591937416,0.7738549166849381,0.22614496473314502,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,4,92092,5.0,4817062.0,33.58,0.36,0.22863006558658733,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,3,56259,73.0,2685146.5,86.9,1.54,0.0,0.34846455776011936,0.6515352291630577,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,6,143439,73.0,25736450.0,710.7,4.95,0.0,0.5501341863874437,0.4498658136125563,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,4,202623,73.0,8873485.0,61.86,0.31,0.43852376087610984,0.9999998873047061,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,77174,33.0,5481549.0,38.21,0.5,0.33430948246818876,0.9999998175698147,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,5,110524,57.0,6859198.0,47.82,0.43,0.0,0.9999998542103611,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,287224,73.0,21299472.0,314.43,1.09,0.36086817257610787,0.8272377139947172,0.17276214343955779,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,4,115748,73.0,35938164.0,1154.79,9.98,0.15881051940422297,0.46418390867942233,0.5358160638754862,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,7,241875,88.0,8732968.0,68.06,0.28,0.35013540051679587,0.9806816485597076,0.01931812037611702,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,5,102930,85.0,5034942.5,65.03,0.63,0.1818711745846692,0.8544404846426885,0.14555930486640248,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,3,76893,73.0,12289373.0,260.13,3.38,0.0,0.6824216931568797,0.31757822371483674,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,8,150000,65.0,9836703.0,119.93,0.8,0.15753333333333333,0.8728855191049795,0.12711437386792085,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,7,274362,82.0,16572684.0,147.82,0.54,0.0,0.9574079459268283,0.04259193315820816,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,15,378002,85.0,18235512.0,246.83,0.65,0.3076174200136507,0.8497164722155841,0.15028341511466908,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,11,169020,83.0,12019477.0,346.62,2.05,0.0,0.6279777682040512,0.1205028285368208,0.25151925082666304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,19,383515,90.0,16228155.0,110.7,0.29,0.2340925387533734,0.9999998740450172,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,18,363934,68.0,23128454.0,582.28,1.6,0.079327570383641,0.7239400263620387,0.0005420160372687712,0.27551784450161126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,4,78920,80.0,8303666.5,109.85,1.39,0.0,0.864358654095754,0.13564128568988168,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,7,131143,93.0,2498122.25,109.16,0.83,0.6646180123986793,0.94086758650142,0.2735111097633396,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,4,55520,73.0,3904791.25,150.88,2.72,0.0,0.2641488938488589,0.7358510383446427,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104,10,132998,97.0,4040138.75,133.8,1.01,0.0,0.5945418605036173,0.0,0.4054581726073208,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,3,83118,59.0,2533838.5,27.82,0.33,0.0,0.9043352585185918,0.0956645368268682,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88,3,77555,39.0,7802205.5,54.4,0.7,0.0,0.9999803260757487,1.960983980747495e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
103,6,51218,57.0,2886141.5,20.12,0.39,0.0,0.9999998267583208,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
83,27,216571,62.0,17352520.0,639.72,2.95,0.061504079493561,0.5358066726882121,0.007844772156478604,0.4563484936020976,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,13,293803,25.0,17267470.0,119.03,0.41,0.2535066013621372,0.9999998242957099,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,7,122356,91.0,4675881.5,41.8,0.34,0.0,0.9534891557283579,0.04651073522206474,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,3,52298,89.0,2038746.5,13.72,0.26,0.0,0.9999999365048766,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
101,17,116640,75.0,7066534.5,169.06,1.45,0.0,0.743044363482162,0.0,0.2569555070524951,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,188339,15.0,8588643.0,89.41,0.47,0.5273151073330536,0.9237419098094067,0.0762580901905933,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2,60122,73.0,745830.3125,9.31,0.15,0.0,0.8588032806708475,0.1411959952471256,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102,6,95000,83.0,4269199.5,31.43,0.33,0.14421052631578948,0.9830020332023924,0.016997966797607532,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44,9,224857,79.0,16162013.0,390.67,1.74,0.0,0.7349821322533436,0.0,0.26501773679224955,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,8,446261,96.0,13568148.0,94.59,0.21,0.27963008194755984,0.9999998525959475,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2,58492,73.0,1849863.625,51.56,0.88,0.0,0.4501981124827328,0.549801573924101,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105,6,62370,30.0,4353025.0,30.35,0.49,0.0,0.999999770274694,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55,1,73296,83.0,2709055.0,73.58,1.0,0.0,0.47427772320364303,0.5257223828914456,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71,4,99122,73.0,14522162.0,179.45,1.81,0.0,0.8822950332941053,0.11770482848151954,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,1,66133,73.0,6528948.0,89.94,1.36,0.0,0.8438789571552257,0.15612096404268583,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63,2,115668,73.0,3847929.5,111.23,0.96,0.0,0.4690466910011859,0.5309530968161783,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45,1,141686,73.0,6837936.0,46.52,0.33,0.0,0.9999998501454638,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65,1,93610,95.0,6612733.0,152.28,1.63,0.0,0.6218394736196443,0.3781605263803557,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,2,156188,67.0,7181600.0,60.92,0.39,0.0,0.9581560392498087,0.041843814633711555,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,115620,11.0,1951856.25,13.61,0.12,0.0,0.9999998719167972,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,5,238148,93.0,10775646.0,75.12,0.32,0.0,0.9999999071981392,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,71718,100.0,151754.2969,1.06,0.01,0.0,0.9999980435479848,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,55450,31.0,4843056.0,131.64,2.37,0.0,0.49455737605328304,0.5054426239467169,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,1,54880,32.0,3013861.5,89.53,1.63,0.0,0.44897573705572846,0.5510242629442715,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,102500,81.0,7728856.5,158.55,1.55,0.0,0.6807050439163838,0.31929481919995883,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,6,361398,73.0,9158207.0,119.92,0.33,0.7551231606151667,0.8595776153569454,0.14042227247913555,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,1,50785,57.0,7593035.0,195.43,3.85,0.0,0.5817071870729018,0.41829281292709825,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15,5,303255,73.0,11077140.0,99.14,0.33,0.06535753738602826,0.9571199786226409,0.042879931101349265,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29,1,411584,43.0,16973858.0,455.39,1.11,0.0,0.49709139116589457,0.5029086088341054,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,4,73320,73.0,1315191.375,29.16,0.4,0.0,0.5973432551422758,0.40265696392733985,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,242686,77.0,9683979.0,67.51,0.28,0.4127803004705669,0.9999998967366617,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,6,95760,83.0,5587502.5,74.45,0.78,0.16541353383458646,0.851879259005483,0.14812064827516508,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69,1,179413,57.0,3459543.0,24.12,0.13,0.0,0.9999997109444803,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95,1,65288,73.0,605971.1875,4.22,0.06,0.0,0.9999996905793479,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49,1,170632,98.0,622185.6875,4.2,0.02,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,10,381511,87.0,11518169.0,106.12,0.28,0.0,0.9495169596961603,0.05048295266317202,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17,413264,91.0,13631141.0,95.03,0.23,0.33416411785202677,0.9999999266385697,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,122400,63.0,5034998.5,79.39,0.65,0.44362745098039214,0.7974623226164598,0.20253757462026659,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2,93803,73.0,5561522.5,110.41,1.18,0.0,0.7122726331286215,0.2877272751861051,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49,2,123000,47.0,3004271.0,20.94,0.17,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,5,275130,70.0,9941308.0,69.3,0.25,0.4106422418493076,0.9999998994096149,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,60448,90.0,1167543.25,27.24,0.45,0.0,0.5900271776124328,0.40997305997487754,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
84,4,62600,73.0,12637976.0,406.04,6.49,0.0,0.3616223490765781,0.6383775612159382,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,4,77412,73.0,2740574.75,20.85,0.27,0.27918152224461323,0.9809427061022167,0.0190571056013482,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
