YearBuilt,NumberofFloors,PropertyGFATotal,ENERGYSTARScore,SiteEnergyUseWN(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,ProportionParkingGFA,ProportionElectricity(kBtu),ProportionNaturalGas(kBtu),ProportionSteamUse(kBtu),Distribution Center,Hospital,Hotel,K-12 School,Laboratory,Large Office,Medical Office,Mixed Use Property,Office,Other,Refrigerated Warehouse,Residence Hall,Restaurant,Retail Store,Self-Storage Facility,Senior Care Community,Small- and Mid-Sized Office,Supermarket / Grocery Store,University,Warehouse,Worship Facility
43,1,48112,73.0,1463960.0,10.36,0.22,0.0,1.0000000841215027,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,1,20909,73.0,1296995.0,32.86,1.57,0.0,0.5615849119547395,0.43841488109662907,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,2,42793,27.0,1871245.75,12.35,0.29,0.3859977099058257,0.99999971786297,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,2,45000,73.0,6104259.5,176.79,3.93,0.0,0.5029828828027292,0.49701694805166247,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,1,26115,43.0,1760626.0,36.74,1.41,0.0,0.6797493832954704,0.32025083868042437,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
66,1,26033,78.0,1343672.875,45.33,1.74,0.0,0.29615445112117517,0.7038453313248753,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,4,48660,82.0,2115259.0,61.98,1.27,0.0,0.4371522460377532,0.5628476875264622,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2,46539,73.0,5589312.5,180.38,3.88,0.0,0.4271360845858913,0.5728638228223649,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
103,4,29796,47.0,2309752.75,79.58,2.67,0.0,0.3787338879182111,0.6212661120817888,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92,2,26400,36.0,1013921.625,17.12,0.65,0.0,0.7738574544143956,0.22614267267031798,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
94,3,38148,98.0,1262255.75,8.8,0.23,0.0,0.999999405825642,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84,2,28800,73.0,521523.1875,12.77,0.44,0.0,0.5455944046761921,0.4544055953238079,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,5,31945,4.0,1806468.0,12.59,0.39,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,5,85963,43.0,4480961.0,31.24,0.36,0.38452590067819875,0.9999997768335854,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112,4,34680,92.0,1259828.25,26.38,0.76,0.0,0.6624135605925515,0.33758654624972395,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47,3,75058,24.0,6207115.5,247.97,3.3,0.45977777185643104,0.18919659008112438,0.8108034099188757,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,1,36504,2.0,2147472.5,20.76,0.57,0.0,0.9369391538317009,0.06306048919249813,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105,6,35200,8.0,2998208.25,20.9,0.59,0.0,0.999999916616866,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
105,5,35840,83.0,1724638.75,48.35,1.35,0.0,0.4700176807401784,0.529982562964028,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73,2,25920,60.0,1356947.75,9.3,0.36,0.0,0.9999999062569458,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
84,4,30525,17.0,2991557.25,73.61,2.41,0.0,0.7356932842988146,0.0,0.2643066506679005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,4,49243,73.0,8491346.0,101.34,2.06,0.0,0.89198026989271,0.1080196121296579,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100,3,20411,73.0,2145049.5,71.23,3.49,0.0,0.3846871583905168,0.6153129036603627,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,2,30855,2.0,3129807.0,85.55,2.77,0.3333333333333333,0.5218578903497701,0.47814202481118007,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,3,73549,90.0,3209164.5,107.45,1.46,0.0,0.3278887347092146,0.6721114420347758,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,5,45780,73.0,11542708.0,462.4,10.1,0.2490170380078637,0.48970014732205863,0.005100752836856488,0.5051990536904494,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,3,39115,42.0,3838425.0,60.04,1.53,0.0,0.8026967518211682,0.1973031143210795,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,38038,73.0,1255324.0,55.61,1.46,0.0,0.3840391947687627,0.0,0.6159608052312373,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,3,37796,55.0,2769792.0,123.41,3.27,0.0,0.35841196828770344,0.08216924403589886,0.559418889055827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,1,27744,73.0,5355753.0,37.34,1.35,0.0,0.999999813284892,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55,1,36444,80.0,169464.0938,1.12,0.03,0.0,0.9999994185148845,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65,1,27553,63.0,1054377.75,31.61,1.15,0.0,0.44233176615201275,0.5576681045390414,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64,1,57310,73.0,1395637.75,34.87,0.61,0.0,0.5482835232509309,0.45171607794404844,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2,25920,73.0,1071271.0,16.57,0.64,0.0,0.7879295850333567,0.2120699094461062,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93,3,40686,73.0,2188575.25,73.0,1.79,0.0,0.39981130763005185,0.6001884549613297,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,2,45271,57.0,2912179.5,82.72,1.83,0.0,0.44908348012648786,0.550916324084043,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
92,3,28380,62.0,1503529.375,35.77,1.26,0.42917547568710357,0.5861428074187077,0.4138569193001781,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86,3,26176,95.0,1074761.125,32.09,1.23,0.0,0.431822127740002,0.5681774844255376,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86,1,37740,1.0,7419337.0,73.48,1.95,0.0,0.9371005484920047,0.06289938432459419,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54,1,26000,73.0,5719698.0,184.09,7.08,0.0,0.6025018557617198,0.0,0.3974981916093516,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,3,23241,66.0,789925.875,20.64,0.89,0.0,0.5457971714416935,0.45420215216098797,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,1,155795,73.0,18847708.0,255.83,1.64,0.0,0.8373528505431274,0.1626470928734413,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,1,21018,73.0,1789470.75,24.62,1.17,0.0,0.9001892242939578,0.0,0.09981049179862447,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,1,30533,73.0,6193701.5,192.12,6.29,0.0,0.44569021084987925,0.5543096197451641,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,2,33971,73.0,18163924.0,523.95,15.42,0.0,0.5090189412863321,0.49098105871366793,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,2,40600,73.0,2470816.0,41.06,1.01,0.0,0.6073229717230311,0.15068752185155546,0.05548132564560911,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,4,38038,84.0,2040142.0,13.97,0.37,0.0,0.9999996257125965,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,4,64596,92.0,2739358.75,77.8,1.2,0.38076661093566166,0.48311241267504235,0.5168874882847857,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84,3,41466,1.0,9228577.0,234.03,5.64,0.14619206096561038,0.5991756435653476,0.4008242476259575,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,6,130710,92.0,7429423.0,86.51,0.66,0.7711728253385357,0.8987323780056675,0.10126748739437773,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,4,35780,77.0,1979164.25,13.33,0.37,0.0,0.9999996078965966,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,4,25132,41.0,585965.6875,3.94,0.16,0.290784657010982,0.9999996679971497,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,49680,73.0,2890473.75,119.34,2.4,0.0,0.4605448406414067,0.0,0.5018938828024896,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,1,36314,73.0,1882952.875,44.33,1.22,0.0,0.6058629957981159,0.21364913278594944,0.11165922249116281,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,2,25920,73.0,1230670.25,8.77,0.34,0.0,0.9999995030906272,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
93,4,47686,72.0,2223121.25,77.48,1.62,0.0,0.5666809184521523,0.0,0.433318960872272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112,2,49280,73.0,5469793.5,98.28,1.99,0.0,0.759318023792233,0.24068188424715664,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2,25380,73.0,6868711.5,218.79,8.62,0.0,0.4639936165101367,0.5360063834898633,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97,6,40715,73.0,2877728.5,44.89,1.1,0.0,0.8070471716654034,0.19295291674339815,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,4,82065,91.0,1818635.25,11.97,0.15,0.42405410345457867,1.0000000727958491,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
102,4,36160,47.0,1921962.0,12.98,0.36,0.0,1.0000000671257396,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94,1,34617,73.0,5123179.0,143.34,4.14,0.0,0.5462731265371901,0.4537267761222418,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,5,66900,100.0,1634178.25,14.13,0.21,0.0,0.963738808786618,0.036261038231294535,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
102,3,29340,73.0,2370772.25,75.99,2.59,0.0,0.38873552364817954,0.6112644763518205,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2,22710,73.0,287763.5,2.01,0.09,0.0,0.9999982624620565,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,3,50499,13.0,3205182.5,22.46,0.44,0.2681241212697281,0.9992454407822331,0.0007544032204094463,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,5,54465,68.0,3658985.5,41.22,0.76,0.17635178555035344,0.902967827674567,0.09703210289200637,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
82,2,45960,56.0,4711474.0,182.81,3.98,0.0,0.20028489985761005,0.7997151601339372,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2,21128,97.0,436604.0938,3.04,0.14,0.0,0.9999997851600539,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,4,274442,73.0,9512996.0,220.26,0.8,0.0,0.6296701635551175,0.37032972722172997,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,51552,73.0,1539066.375,10.73,0.21,0.0,0.9999997563457911,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56,4,38520,37.0,2874815.0,75.25,1.95,0.0,0.5695345465592502,0.4304654534407499,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,3,29186,95.0,867184.375,30.22,1.04,0.14582333995751387,0.3958027956857502,0.6041979250375678,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,27338,56.0,682542.8125,4.05,0.15,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,2,85750,73.0,2278550.5,77.76,0.91,0.7654810495626823,0.32724658680714436,0.6727534131928556,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,2,34416,73.0,12512916.0,422.45,12.27,0.0,0.38909994194376535,0.6108999748334212,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,3,45864,94.0,3034554.5,115.43,2.52,0.0,0.18541879131729755,0.8145812086827025,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,2,49252,23.0,3870672.5,104.91,2.13,0.0,0.49879979591868934,0.5012000606449102,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,34005,94.0,991918.0,10.15,0.3,0.0,0.9293459741631869,0.07065402583681313,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1,41221,83.0,2246747.5,46.46,1.13,0.0,0.7028920695360739,0.29710770792000435,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3,33176,89.0,1513388.25,35.96,1.08,0.0,0.6046788164591863,0.3953208329783889,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,3,25194,73.0,1980961.25,55.95,2.22,0.14940065094863855,0.505672709470688,0.49432735706316383,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,2,75605,83.0,2457541.75,50.67,0.67,0.0,0.6683430968798925,0.33165668332766635,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,29525,77.0,1369340.75,24.42,0.83,0.0,0.7433576222764031,0.2566425703553922,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,99,21948,80.0,326001.1875,2.27,0.1,0.0,0.9999994248487208,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,3,31191,73.0,6014124.0,167.98,5.39,0.0,0.5315555900435621,0.4684444099564379,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68,1,37377,73.0,3515178.25,111.73,2.99,0.0,0.35476909073331014,0.6452309092666899,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38,1,29380,33.0,878933.3125,5.97,0.2,0.0,1.0000004380387604,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
90,2,22688,87.0,391818.4063,7.07,0.31,0.0,0.6893133338358333,0.31068666616416674,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,2,22364,73.0,1625774.5,54.44,2.43,0.0,0.346870947913633,0.6531292224987257,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,2,41262,84.0,2001403.875,13.27,0.32,0.0,0.9999995403098062,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
62,2,43183,73.0,7588115.5,92.45,2.14,0.0,0.8806117482157276,0.11938811680130318,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104,3,45680,79.0,2394061.75,86.81,1.9,0.0,0.24522982382074485,0.7547704770883316,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,1,23562,96.0,531737.1875,3.71,0.16,0.0,0.9999996473821948,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,4,28844,73.0,973080.1875,6.35,0.22,0.0,0.9999992451016879,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,2,54528,75.0,2024296.625,13.75,0.25,0.0,0.9999996830755163,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,21101,73.0,819493.125,27.97,1.33,0.0,0.25410312599481,0.7458970589785806,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
98,2,45594,75.0,1329148.25,9.42,0.21,0.0,1.0000000925057142,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65,1,26660,73.0,2241280.5,15.62,0.59,0.0,0.9999997769132423,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40,1,28126,44.0,966168.625,18.63,0.66,0.0,0.6872872265086902,0.3127129888536357,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,1,35000,53.0,378714.4063,2.64,0.08,0.0,0.9999989271599041,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,1,26150,6.0,1322416.75,26.55,1.02,0.0,0.6748616800560159,0.32513863026973205,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,2,24000,73.0,1148448.75,7.59,0.32,0.0,0.999999770338005,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47,5,43594,38.0,2699616.0,73.26,1.68,0.0,0.5103748095020855,0.4896249887259939,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,28080,73.0,892651.125,18.54,0.66,0.0,0.6455217113726657,0.3544787604888926,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2,51298,85.0,5847878.5,203.73,3.97,0.0,0.3703612610417538,0.6296387389582462,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,1,22047,100.0,272664.4063,1.85,0.08,0.0,1.0000003525539762,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,1,31600,3.0,3731853.25,103.28,3.27,0.0,0.48559202065802487,0.5144078306888689,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,1,35289,63.0,1010737.813,23.9,0.68,0.0,0.5600285249736144,0.4399714750263856,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,1,28920,50.0,2053772.75,80.09,2.77,0.0,0.15941554564935595,0.840584454350644,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37,1,22176,60.0,746905.625,32.77,1.48,0.0,0.18666982153226322,0.8133293297772068,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37,1,31300,89.0,398438.5938,9.08,0.29,0.0,0.6087870720966506,0.3912129279033494,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,1,22000,14.0,700627.625,4.88,0.22,0.0,1.0000005352343908,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41,3,39927,38.0,3832168.5,24.88,0.62,0.0,0.999999859881945,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,1,30610,73.0,4513728.0,135.81,4.44,0.0,0.46570350793447507,0.5342964920655249,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,2,26930,64.0,1002995.0,6.99,0.26,0.2357965094689937,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2,38745,76.0,3073612.0,49.62,1.28,0.0,0.7789905752844177,0.2210090787401929,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2,20296,73.0,855665.125,5.97,0.29,0.0,0.9999998539148127,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70,2,22135,73.0,1365716.125,27.41,1.24,0.0,0.6801486484397818,0.3198509552489251,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3,38378,86.0,1807593.875,53.73,1.4,0.0,0.44337489529877344,0.556625028741327,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,33576,64.0,1466199.875,49.73,1.48,0.0,0.3059240016569537,0.694076194385844,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,1,33005,21.0,10821972.0,225.67,6.84,0.0,0.6915205406420181,0.30847936539733983,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,1,20971,73.0,729397.1875,5.08,0.24,0.0,0.9999997429384111,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
85,3,23910,73.0,910117.6875,15.11,0.63,0.0,0.7763102249750792,0.22368941730042927,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
102,2,21765,80.0,498909.0,17.38,0.8,0.0,0.27798949222946595,0.7220095659322501,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,2,26560,1.0,1831347.125,64.88,2.44,0.0,0.34826640924684504,0.6517336621212113,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,2,20140,49.0,116486.6016,0.81,0.04,0.0,1.0000034201358314,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,2,38845,82.0,6917280.0,215.56,5.55,0.0,0.47569651654985773,0.5243033388846483,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
62,1,26092,40.0,8071987.5,173.75,6.66,0.0,0.6568713338044962,0.34312866619550375,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,1,38582,85.0,2054157.0,64.54,1.67,0.0,0.39455107515177446,0.6054491952824375,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,25500,98.0,1430417.125,55.3,2.17,0.0,0.16373091099765852,0.8362692949552454,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54,1,41895,73.0,1343671.0,25.09,0.6,0.0,0.7133653677036718,0.2866342298207817,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57,2,56193,73.0,2580058.5,46.9,0.83,0.0,0.7441923959226047,0.25580730383032196,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
90,3,35448,97.0,1632148.75,60.34,1.7,0.0,0.20330632114251965,0.7966933165209168,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,29214,8.0,9558542.0,208.53,7.14,0.0,0.6670010268588883,0.33299897314111176,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15,1,89103,34.0,14473242.0,384.85,4.32,0.4829803710312784,0.5565437920721225,0.44345613664939826,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54,1,32000,73.0,1527101.375,45.38,1.42,0.0,0.41215677336893486,0.5878431327253313,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,2,31140,73.0,1111093.0,38.86,1.25,0.0,0.2507673546198098,0.7492323113629008,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3,41478,3.0,3287502.0,78.22,1.89,0.0,0.5926895171374413,0.4073104005163437,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35,1,39840,2.0,774360.0,5.24,0.13,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,1,30576,73.0,1642173.75,38.52,1.26,0.5094191522762951,0.6065811693917952,0.39341899366099664,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88,2,21528,73.0,330300.5,6.61,0.31,0.0,0.6839570293825593,0.3160426649914732,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
84,2,30000,73.0,1115775.5,13.14,0.44,0.0,0.8909714977728247,0.10902873055003205,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72,2,30087,73.0,5205994.5,36.77,1.22,0.0,0.9999998104136736,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40,1,40445,92.0,911009.375,29.24,0.72,0.0,0.3449510053967155,0.6550493920577002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,1,23500,53.0,1149592.0,13.29,0.57,0.0,0.8979896174539256,0.1020099431662152,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,1,22420,82.0,1524765.875,31.79,1.42,0.0,0.6604376167768824,0.3395625612536196,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54,1,25842,35.0,8746499.0,237.54,9.19,0.0,0.5467041420055826,0.45329585799441746,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
